BmGene	BmChr	BmGeneStart	Bmsbid	PnGene	PnChr	PnGeneStart	sbid
BGIBMGA005312	Bmori_chr_10	543515	2	PIENAPG00000002951	Pnapi_chr_13	4788241	20
BGIBMGA005325	Bmori_chr_10	1477607	2	PIENAPG00000001048	Pnapi_chr_13	4471622	20
BGIBMGA005327	Bmori_chr_10	1483366	2	PIENAPG00000006680	Pnapi_chr_13	4470312	20
BGIBMGA005329	Bmori_chr_10	1494814	2	PIENAPG00000003383	Pnapi_chr_13	4445962	20
BGIBMGA005330	Bmori_chr_10	1509423	2	PIENAPG00000008089	Pnapi_chr_13	4432002	20
BGIBMGA005334	Bmori_chr_10	1712172	2	PIENAPG00000001034	Pnapi_chr_13	4279242	20
BGIBMGA005335	Bmori_chr_10	1743136	2	PIENAPG00000000287	Pnapi_chr_13	4275568	20
BGIBMGA005339	Bmori_chr_10	1810409	2	PIENAPG00000013144	Pnapi_chr_13	4235071	20
BGIBMGA005340	Bmori_chr_10	1820395	2	PIENAPG00000013189	Pnapi_chr_13	4228144	20
BGIBMGA005341	Bmori_chr_10	1826657	2	PIENAPG00000008239	Pnapi_chr_13	4217396	20
BGIBMGA005348	Bmori_chr_10	2142581	2	PIENAPG00000008882	Pnapi_chr_13	3971913	20
BGIBMGA005349	Bmori_chr_10	2176943	2	PIENAPG00000003373	Pnapi_chr_13	3941205	20
BGIBMGA005355	Bmori_chr_10	2346141	2	PIENAPG00000006864	Pnapi_chr_13	3862293	20
BGIBMGA005356	Bmori_chr_10	2381995	2	PIENAPG00000003365	Pnapi_chr_13	3809584	20
BGIBMGA005357	Bmori_chr_10	2392991	2	PIENAPG00000001364	Pnapi_chr_13	3803525	20
BGIBMGA005358	Bmori_chr_10	2403945	2	PIENAPG00000001385	Pnapi_chr_13	3796652	20
BGIBMGA005359	Bmori_chr_10	2414006	2	PIENAPG00000011479	Pnapi_chr_13	3766428	20
BGIBMGA005361	Bmori_chr_10	2433771	2	PIENAPG00000012475	Pnapi_chr_13	3774473	20
BGIBMGA005365	Bmori_chr_10	2461090	2	PIENAPG00000003697	Pnapi_chr_13	3760510	20
BGIBMGA005366	Bmori_chr_10	2473544	2	PIENAPG00000007487	Pnapi_chr_13	3740806	20
BGIBMGA005369	Bmori_chr_10	2517763	2	PIENAPG00000000260	Pnapi_chr_13	3724583	20
BGIBMGA005371	Bmori_chr_10	2541770	2	PIENAPG00000000682	Pnapi_chr_13	3717066	20
BGIBMGA005374	Bmori_chr_10	2757317	2	PIENAPG00000011196	Pnapi_chr_13	3534798	20
BGIBMGA005375	Bmori_chr_10	2763859	2	PIENAPG00000012974	Pnapi_chr_13	3532962	20
BGIBMGA005376	Bmori_chr_10	2766783	2	PIENAPG00000002918	Pnapi_chr_13	3531524	20
BGIBMGA005379	Bmori_chr_10	2772850	2	PIENAPG00000000743	Pnapi_chr_13	3519791	20
BGIBMGA005380	Bmori_chr_10	2833728	2	PIENAPG00000010761	Pnapi_chr_13	3487531	20
BGIBMGA005381	Bmori_chr_10	2878772	2	PIENAPG00000000542	Pnapi_chr_13	3452915	20
BGIBMGA005384	Bmori_chr_10	2888817	2	PIENAPG00000005574	Pnapi_chr_13	3445771	20
BGIBMGA005385	Bmori_chr_10	2893913	2	PIENAPG00000011137	Pnapi_chr_13	3436425	20
BGIBMGA005386	Bmori_chr_10	2907184	2	PIENAPG00000005473	Pnapi_chr_13	3432489	20
BGIBMGA005390	Bmori_chr_10	2937828	2	PIENAPG00000012596	Pnapi_chr_13	3393122	20
BGIBMGA005391	Bmori_chr_10	2964079	2	PIENAPG00000013073	Pnapi_chr_13	3387570	20
BGIBMGA005392	Bmori_chr_10	2971064	2	PIENAPG00000005892	Pnapi_chr_13	3384058	20
BGIBMGA005393	Bmori_chr_10	2974637	2	PIENAPG00000000056	Pnapi_chr_13	3376045	20
BGIBMGA005396	Bmori_chr_10	2991266	2	PIENAPG00000009130	Pnapi_chr_13	3355480	20
BGIBMGA005399	Bmori_chr_10	3012663	2	PIENAPG00000001552	Pnapi_chr_13	3341669	20
BGIBMGA005400	Bmori_chr_10	3017584	2	PIENAPG00000009240	Pnapi_chr_13	3340386	20
BGIBMGA005401	Bmori_chr_10	3027310	2	PIENAPG00000007445	Pnapi_chr_13	3313042	20
BGIBMGA005407	Bmori_chr_10	3368228	2	PIENAPG00000010658	Pnapi_chr_13	3070480	20
BGIBMGA005408	Bmori_chr_10	3404604	2	PIENAPG00000011268	Pnapi_chr_13	3105968	20
BGIBMGA005414	Bmori_chr_10	3623807	2	PIENAPG00000000938	Pnapi_chr_13	2886292	20
BGIBMGA005415	Bmori_chr_10	3701313	2	PIENAPG00000003839	Pnapi_chr_13	2830674	20
BGIBMGA005417	Bmori_chr_10	3706671	2	PIENAPG00000005156	Pnapi_chr_13	2826485	20
BGIBMGA005418	Bmori_chr_10	3711476	2	PIENAPG00000001421	Pnapi_chr_13	2814145	20
BGIBMGA005421	Bmori_chr_10	3746776	2	PIENAPG00000010505	Pnapi_chr_13	2796150	20
BGIBMGA005422	Bmori_chr_10	3758547	2	PIENAPG00000010579	Pnapi_chr_13	2789937	20
BGIBMGA005423	Bmori_chr_10	3772662	2	PIENAPG00000003291	Pnapi_chr_13	2786511	20
BGIBMGA005424	Bmori_chr_10	3778827	2	PIENAPG00000001126	Pnapi_chr_13	2782552	20
BGIBMGA005425	Bmori_chr_10	3782945	2	PIENAPG00000004037	Pnapi_chr_13	2778334	20
BGIBMGA005426	Bmori_chr_10	3794075	2	PIENAPG00000006816	Pnapi_chr_13	2731334	20
BGIBMGA005430	Bmori_chr_10	3924725	2	PIENAPG00000003017	Pnapi_chr_13	2679765	20
BGIBMGA005431	Bmori_chr_10	3930599	2	PIENAPG00000004556	Pnapi_chr_13	2654119	20
BGIBMGA005432	Bmori_chr_10	3946204	2	PIENAPG00000007779	Pnapi_chr_13	2631353	20
BGIBMGA005434	Bmori_chr_10	4016427	2	PIENAPG00000004156	Pnapi_chr_13	1107988	20
BGIBMGA005436	Bmori_chr_10	4026754	2	PIENAPG00000008477	Pnapi_chr_13	1210459	20
BGIBMGA005437	Bmori_chr_10	4039896	2	PIENAPG00000001680	Pnapi_chr_13	1235228	20
BGIBMGA005438	Bmori_chr_10	4100319	2	PIENAPG00000001817	Pnapi_chr_13	1285947	20
BGIBMGA005441	Bmori_chr_10	4131936	2	PIENAPG00000007859	Pnapi_chr_13	1320679	20
BGIBMGA005442	Bmori_chr_10	4137669	2	PIENAPG00000003388	Pnapi_chr_13	1398831	20
BGIBMGA005445	Bmori_chr_10	4212899	2	PIENAPG00000012751	Pnapi_chr_13	1453421	20
BGIBMGA005446	Bmori_chr_10	4214545	2	PIENAPG00000002458	Pnapi_chr_13	1447668	20
BGIBMGA005447	Bmori_chr_10	4226568	2	PIENAPG00000004659	Pnapi_chr_13	1446342	20
BGIBMGA005448	Bmori_chr_10	4244245	2	PIENAPG00000012358	Pnapi_chr_13	1433973	20
BGIBMGA005450	Bmori_chr_10	4264968	2	PIENAPG00000007253	Pnapi_chr_13	1422540	20
BGIBMGA005451	Bmori_chr_10	4272021	2	PIENAPG00000011435	Pnapi_chr_13	1415847	20
BGIBMGA005452	Bmori_chr_10	4284090	2	PIENAPG00000004002	Pnapi_chr_13	1413897	20
BGIBMGA005453	Bmori_chr_10	4287556	2	PIENAPG00000002831	Pnapi_chr_13	1456796	20
BGIBMGA005455	Bmori_chr_10	4291923	2	PIENAPG00000005760	Pnapi_chr_13	1455086	20
BGIBMGA005456	Bmori_chr_10	4307571	2	PIENAPG00000006640	Pnapi_chr_13	1458338	20
BGIBMGA005458	Bmori_chr_10	4370673	2	PIENAPG00000010730	Pnapi_chr_13	1519284	20
BGIBMGA005460	Bmori_chr_10	4471080	2	PIENAPG00000005105	Pnapi_chr_13	1647630	20
BGIBMGA005463	Bmori_chr_10	4592902	2	PIENAPG00000012815	Pnapi_chr_13	1699798	20
BGIBMGA005466	Bmori_chr_10	4778344	2	PIENAPG00000006972	Pnapi_chr_13	1866746	20
BGIBMGA005470	Bmori_chr_10	4853362	2	PIENAPG00000011154	Pnapi_chr_13	1959216	20
BGIBMGA005473	Bmori_chr_10	4887331	2	PIENAPG00000009731	Pnapi_chr_13	2031111	20
BGIBMGA005476	Bmori_chr_10	4947275	2	PIENAPG00000010141	Pnapi_chr_13	2032227	20
BGIBMGA005477	Bmori_chr_10	4951923	2	PIENAPG00000000147	Pnapi_chr_13	2036288	20
BGIBMGA005478	Bmori_chr_10	4961767	2	PIENAPG00000007316	Pnapi_chr_13	2042375	20
BGIBMGA005480	Bmori_chr_10	4969575	2	PIENAPG00000004248	Pnapi_chr_13	2047912	20
BGIBMGA005482	Bmori_chr_10	4985823	2	PIENAPG00000005781	Pnapi_chr_13	2104565	20
BGIBMGA005484	Bmori_chr_10	5034434	2	PIENAPG00000008955	Pnapi_chr_13	2052714	20
BGIBMGA005486	Bmori_chr_10	5053563	2	PIENAPG00000006233	Pnapi_chr_13	2129027	20
BGIBMGA005489	Bmori_chr_10	5113111	2	PIENAPG00000009857	Pnapi_chr_13	2189704	20
BGIBMGA005490	Bmori_chr_10	5116532	2	PIENAPG00000008721	Pnapi_chr_13	2195947	20
BGIBMGA005497	Bmori_chr_10	5187736	2	PIENAPG00000006600	Pnapi_chr_13	2304338	20
BGIBMGA005498	Bmori_chr_10	5188730	2	PIENAPG00000008749	Pnapi_chr_13	2305577	20
BGIBMGA005499	Bmori_chr_10	5225912	2	PIENAPG00000005130	Pnapi_chr_13	2344919	20
BGIBMGA005500	Bmori_chr_10	5232246	2	PIENAPG00000005071	Pnapi_chr_13	2353576	20
BGIBMGA005502	Bmori_chr_10	5292801	2	PIENAPG00000009672	Pnapi_chr_13	2420192	20
BGIBMGA005503	Bmori_chr_10	5300661	2	PIENAPG00000009305	Pnapi_chr_13	2428070	20
BGIBMGA005504	Bmori_chr_10	5310812	2	PIENAPG00000011446	Pnapi_chr_13	2432679	20
BGIBMGA005505	Bmori_chr_10	5318402	2	PIENAPG00000012572	Pnapi_chr_13	2434747	20
BGIBMGA005506	Bmori_chr_10	5326482	2	PIENAPG00000006741	Pnapi_chr_13	2437975	20
BGIBMGA005507	Bmori_chr_10	5339948	2	PIENAPG00000004844	Pnapi_chr_13	2253749	20
BGIBMGA005509	Bmori_chr_10	5435730	2	PIENAPG00000004798	Pnapi_chr_13	2529230	20
BGIBMGA005511	Bmori_chr_10	5590292	2	PIENAPG00000013190	Pnapi_chr_13	1026838	20
BGIBMGA005514	Bmori_chr_10	5603389	2	PIENAPG00000002000	Pnapi_chr_13	49554	20
BGIBMGA005515	Bmori_chr_10	5613158	2	PIENAPG00000008878	Pnapi_chr_13	55081	20
BGIBMGA005516	Bmori_chr_10	5624914	2	PIENAPG00000005048	Pnapi_chr_13	61938	20
BGIBMGA005517	Bmori_chr_10	5638905	2	PIENAPG00000008967	Pnapi_chr_13	70821	20
BGIBMGA005522	Bmori_chr_10	5970938	2	PIENAPG00000003893	Pnapi_chr_13	214187	20
BGIBMGA005525	Bmori_chr_10	6025064	2	PIENAPG00000006537	Pnapi_chr_13	240199	20
BGIBMGA005527	Bmori_chr_10	6097155	2	PIENAPG00000002857	Pnapi_chr_13	286055	20
BGIBMGA005528	Bmori_chr_10	6135801	2	PIENAPG00000009074	Pnapi_chr_13	307666	20
BGIBMGA005530	Bmori_chr_10	6142230	2	PIENAPG00000011110	Pnapi_chr_13	310634	20
BGIBMGA005531	Bmori_chr_10	6163498	2	PIENAPG00000008187	Pnapi_chr_13	352376	20
BGIBMGA005532	Bmori_chr_10	6224139	2	PIENAPG00000004664	Pnapi_chr_13	362220	20
BGIBMGA005533	Bmori_chr_10	6241415	2	PIENAPG00000005065	Pnapi_chr_13	371815	20
BGIBMGA005540	Bmori_chr_10	6399530	2	PIENAPG00000010046	Pnapi_chr_13	492798	20
BGIBMGA005542	Bmori_chr_10	6409377	2	PIENAPG00000008954	Pnapi_chr_13	494802	20
BGIBMGA005543	Bmori_chr_10	6416692	2	PIENAPG00000003922	Pnapi_chr_13	497500	20
BGIBMGA005544	Bmori_chr_10	6425341	2	PIENAPG00000009959	Pnapi_chr_13	505755	20
BGIBMGA005545	Bmori_chr_10	6436141	2	PIENAPG00000001544	Pnapi_chr_13	513371	20
BGIBMGA005546	Bmori_chr_10	6439680	2	PIENAPG00000009990	Pnapi_chr_13	515181	20
BGIBMGA005547	Bmori_chr_10	6462628	2	PIENAPG00000000460	Pnapi_chr_13	536621	20
BGIBMGA005549	Bmori_chr_10	6549620	2	PIENAPG00000006228	Pnapi_chr_13	622832	20
BGIBMGA005551	Bmori_chr_10	6600624	2	PIENAPG00000011611	Pnapi_chr_13	669087	20
BGIBMGA005555	Bmori_chr_10	6716621	2	PIENAPG00000012082	Pnapi_chr_13	798694	20
BGIBMGA005557	Bmori_chr_10	6763236	2	PIENAPG00000005732	Pnapi_chr_13	822406	20
BGIBMGA005558	Bmori_chr_10	6773498	2	PIENAPG00000013279	Pnapi_chr_13	841715	20
BGIBMGA005561	Bmori_chr_10	6833722	2	PIENAPG00000000905	Pnapi_chr_13	869235	20
BGIBMGA005562	Bmori_chr_10	6842513	2	PIENAPG00000003884	Pnapi_chr_13	879636	20
BGIBMGA005563	Bmori_chr_10	6845304	2	PIENAPG00000003180	Pnapi_chr_13	901413	20
BGIBMGA005566	Bmori_chr_10	6874944	2	PIENAPG00000007028	Pnapi_chr_13	929074	20
BGIBMGA005569	Bmori_chr_10	6972693	2	PIENAPG00000003611	Pnapi_chr_13	1015815	20
BGIBMGA005570	Bmori_chr_10	6977437	2	PIENAPG00000000502	Pnapi_chr_13	1018258	20
BGIBMGA005571	Bmori_chr_10	7042649	2	PIENAPG00000011620	Pnapi_chr_13	89	20
BGIBMGA005575	Bmori_chr_10	7229612	3	PIENAPG00000003217	Pnapi_chr_8	9952186	95
BGIBMGA005576	Bmori_chr_10	7235220	3	PIENAPG00000003553	Pnapi_chr_8	9953330	95
BGIBMGA005577	Bmori_chr_10	7247960	3	PIENAPG00000006954	Pnapi_chr_8	9957513	95
BGIBMGA005578	Bmori_chr_10	7253297	3	PIENAPG00000008872	Pnapi_chr_8	9960513	95
BGIBMGA005582	Bmori_chr_10	7275994	3	PIENAPG00000000298	Pnapi_chr_8	9973518	95
BGIBMGA005583	Bmori_chr_10	7290397	3	PIENAPG00000013522	Pnapi_chr_8	9981180	95
BGIBMGA005585	Bmori_chr_10	7303916	3	PIENAPG00000008274	Pnapi_chr_8	9988120	95
BGIBMGA005586	Bmori_chr_10	7311908	3	PIENAPG00000011678	Pnapi_chr_8	9991110	95
BGIBMGA005588	Bmori_chr_10	7826725	3	PIENAPG00000004892	Pnapi_chr_8	9998142	95
BGIBMGA005589	Bmori_chr_10	7870790	3	PIENAPG00000013610	Pnapi_chr_8	10024214	95
BGIBMGA005590	Bmori_chr_10	7878061	3	PIENAPG00000002610	Pnapi_chr_8	10027129	95
BGIBMGA005591	Bmori_chr_10	7883016	3	PIENAPG00000013249	Pnapi_chr_8	10028049	95
BGIBMGA005592	Bmori_chr_10	8476932	3	PIENAPG00000000096	Pnapi_chr_8	10079115	95
BGIBMGA005595	Bmori_chr_10	8630790	3	PIENAPG00000004247	Pnapi_chr_8	10178358	95
BGIBMGA005596	Bmori_chr_10	8635038	3	PIENAPG00000004076	Pnapi_chr_8	10183298	95
BGIBMGA005597	Bmori_chr_10	8644969	3	PIENAPG00000012638	Pnapi_chr_8	10194347	95
BGIBMGA005601	Bmori_chr_10	8696927	3	PIENAPG00000008978	Pnapi_chr_8	10226212	95
BGIBMGA005602	Bmori_chr_10	8702796	3	PIENAPG00000004158	Pnapi_chr_8	10230644	95
BGIBMGA005603	Bmori_chr_10	8720572	3	PIENAPG00000008428	Pnapi_chr_8	10243227	95
BGIBMGA005605	Bmori_chr_10	8734796	3	PIENAPG00000004474	Pnapi_chr_8	10250081	95
BGIBMGA005606	Bmori_chr_10	8739316	3	PIENAPG00000003064	Pnapi_chr_8	10259399	95
BGIBMGA005608	Bmori_chr_10	8871540	3	PIENAPG00000002673	Pnapi_chr_8	10340178	95
BGIBMGA005609	Bmori_chr_10	8883227	3	PIENAPG00000005626	Pnapi_chr_8	10351770	95
BGIBMGA005612	Bmori_chr_10	8978700	3	PIENAPG00000008916	Pnapi_chr_8	10397824	95
BGIBMGA005613	Bmori_chr_10	8993531	3	PIENAPG00000007239	Pnapi_chr_8	10404214	95
BGIBMGA005614	Bmori_chr_10	9013078	3	PIENAPG00000001886	Pnapi_chr_8	10407281	95
BGIBMGA005615	Bmori_chr_10	9032250	3	PIENAPG00000007777	Pnapi_chr_8	10435736	95
BGIBMGA005616	Bmori_chr_10	9049684	3	PIENAPG00000005959	Pnapi_chr_8	10444927	95
BGIBMGA005617	Bmori_chr_10	9060066	3	PIENAPG00000010149	Pnapi_chr_8	10452991	95
BGIBMGA005619	Bmori_chr_10	9085142	3	PIENAPG00000012707	Pnapi_chr_8	10465539	95
BGIBMGA005620	Bmori_chr_10	9092267	3	PIENAPG00000001091	Pnapi_chr_8	10481391	95
BGIBMGA005621	Bmori_chr_10	9094831	3	PIENAPG00000011550	Pnapi_chr_8	10493870	95
BGIBMGA005622	Bmori_chr_10	9120615	3	PIENAPG00000005133	Pnapi_chr_8	10510789	95
BGIBMGA005623	Bmori_chr_10	9128607	3	PIENAPG00000003825	Pnapi_chr_8	10511587	95
BGIBMGA005624	Bmori_chr_10	9278933	3	PIENAPG00000009275	Pnapi_chr_8	10611937	95
BGIBMGA005625	Bmori_chr_10	9285473	3	PIENAPG00000001451	Pnapi_chr_8	10637652	95
BGIBMGA005626	Bmori_chr_10	9317641	3	PIENAPG00000000994	Pnapi_chr_8	10662355	95
BGIBMGA005628	Bmori_chr_10	9326082	3	PIENAPG00000013425	Pnapi_chr_8	10665704	95
BGIBMGA005630	Bmori_chr_10	9334181	3	PIENAPG00000012112	Pnapi_chr_8	10670175	95
BGIBMGA005631	Bmori_chr_10	9348051	3	PIENAPG00000000914	Pnapi_chr_8	10675766	95
BGIBMGA005632	Bmori_chr_10	9355477	3	PIENAPG00000003186	Pnapi_chr_8	10678590	95
BGIBMGA005633	Bmori_chr_10	9377876	3	PIENAPG00000011980	Pnapi_chr_8	10688682	95
BGIBMGA005634	Bmori_chr_10	9397418	3	PIENAPG00000009813	Pnapi_chr_8	10691736	95
BGIBMGA005636	Bmori_chr_10	9415141	3	PIENAPG00000001581	Pnapi_chr_8	10454896	95
BGIBMGA005637	Bmori_chr_10	9425725	3	PIENAPG00000003959	Pnapi_chr_8	10711122	95
BGIBMGA005639	Bmori_chr_10	9442539	3	PIENAPG00000009813	Pnapi_chr_8	10691736	95
BGIBMGA005640	Bmori_chr_10	9468844	3	PIENAPG00000009815	Pnapi_chr_8	10720616	95
BGIBMGA005641	Bmori_chr_10	9471472	3	PIENAPG00000012109	Pnapi_chr_8	10717808	95
BGIBMGA005643	Bmori_chr_10	9489646	3	PIENAPG00000001747	Pnapi_chr_8	10727641	95
BGIBMGA005644	Bmori_chr_10	9495819	3	PIENAPG00000013588	Pnapi_chr_8	10723603	95
BGIBMGA005645	Bmori_chr_10	9515146	3	PIENAPG00000003767	Pnapi_chr_8	10734715	95
BGIBMGA005648	Bmori_chr_10	9536114	3	PIENAPG00000004581	Pnapi_chr_8	10751110	95
BGIBMGA005649	Bmori_chr_10	9565709	3	PIENAPG00000007797	Pnapi_chr_8	10746884	95
BGIBMGA005650	Bmori_chr_10	9572372	3	PIENAPG00000011986	Pnapi_chr_8	10776826	95
BGIBMGA005652	Bmori_chr_10	9624347	3	PIENAPG00000004322	Pnapi_chr_8	10824480	95
BGIBMGA005655	Bmori_chr_10	9672635	3	PIENAPG00000005500	Pnapi_chr_8	10852063	95
BGIBMGA005656	Bmori_chr_10	9699692	3	PIENAPG00000005251	Pnapi_chr_8	10863603	95
BGIBMGA005657	Bmori_chr_10	9701245	3	PIENAPG00000000636	Pnapi_chr_8	10869080	95
BGIBMGA005658	Bmori_chr_10	9719527	3	PIENAPG00000013412	Pnapi_chr_8	10886047	95
BGIBMGA005660	Bmori_chr_10	9743366	3	PIENAPG00000008111	Pnapi_chr_8	10911567	95
BGIBMGA005662	Bmori_chr_10	9757671	3	PIENAPG00000005450	Pnapi_chr_8	11119252	95
BGIBMGA005663	Bmori_chr_10	9773585	3	PIENAPG00000004834	Pnapi_chr_8	11122392	95
BGIBMGA005665	Bmori_chr_10	9793925	3	PIENAPG00000001686	Pnapi_chr_8	11154588	95
BGIBMGA005666	Bmori_chr_10	9815445	3	PIENAPG00000009104	Pnapi_chr_8	11162397	95
BGIBMGA005667	Bmori_chr_10	9823192	3	PIENAPG00000013527	Pnapi_chr_8	11182397	95
BGIBMGA005669	Bmori_chr_10	9857928	3	PIENAPG00000000511	Pnapi_chr_8	11238046	95
BGIBMGA005670	Bmori_chr_10	9863661	3	PIENAPG00000009483	Pnapi_chr_8	11240776	95
BGIBMGA005672	Bmori_chr_10	9879179	3	PIENAPG00000007998	Pnapi_chr_8	11253957	95
BGIBMGA005673	Bmori_chr_10	9903390	3	PIENAPG00000010443	Pnapi_chr_8	11266557	95
BGIBMGA005675	Bmori_chr_10	9913897	3	PIENAPG00000012338	Pnapi_chr_8	11274498	95
BGIBMGA005679	Bmori_chr_10	10021485	3	PIENAPG00000002855	Pnapi_chr_8	11391273	95
BGIBMGA005681	Bmori_chr_10	10045961	3	PIENAPG00000011658	Pnapi_chr_8	11403055	95
BGIBMGA005683	Bmori_chr_10	10071896	3	PIENAPG00000011496	Pnapi_chr_8	11422425	95
BGIBMGA005684	Bmori_chr_10	10079635	3	PIENAPG00000003784	Pnapi_chr_8	11439640	95
BGIBMGA005688	Bmori_chr_10	10109750	3	PIENAPG00000012753	Pnapi_chr_8	11455926	95
BGIBMGA005690	Bmori_chr_10	10121237	3	PIENAPG00000005250	Pnapi_chr_8	11508432	95
BGIBMGA005694	Bmori_chr_10	10200867	3	PIENAPG00000011532	Pnapi_chr_8	11533841	95
BGIBMGA005695	Bmori_chr_10	10208358	3	PIENAPG00000010281	Pnapi_chr_8	11541430	95
BGIBMGA005697	Bmori_chr_10	10215110	3	PIENAPG00000010281	Pnapi_chr_8	11541430	95
BGIBMGA005698	Bmori_chr_10	10220128	3	PIENAPG00000001272	Pnapi_chr_8	11546695	95
BGIBMGA005699	Bmori_chr_10	10232717	3	PIENAPG00000001258	Pnapi_chr_8	11551066	95
BGIBMGA005700	Bmori_chr_10	10266719	3	PIENAPG00000006011	Pnapi_chr_8	11566084	95
BGIBMGA005701	Bmori_chr_10	10272915	3	PIENAPG00000007399	Pnapi_chr_8	11581670	95
BGIBMGA005702	Bmori_chr_10	10275059	3	PIENAPG00000004482	Pnapi_chr_8	11581769	95
BGIBMGA005703	Bmori_chr_10	10283034	3	PIENAPG00000013231	Pnapi_chr_8	11587735	95
BGIBMGA005706	Bmori_chr_10	10321567	3	PIENAPG00000001014	Pnapi_chr_8	11586632	95
BGIBMGA005707	Bmori_chr_10	10326558	3	PIENAPG00000012245	Pnapi_chr_8	11602942	95
BGIBMGA005708	Bmori_chr_10	10361144	3	PIENAPG00000008437	Pnapi_chr_8	11621945	95
BGIBMGA005709	Bmori_chr_10	10910664	3	PIENAPG00000002252	Pnapi_chr_8	11671251	95
BGIBMGA005711	Bmori_chr_10	11044278	3	PIENAPG00000006570	Pnapi_chr_8	11768444	95
BGIBMGA005713	Bmori_chr_10	11108576	3	PIENAPG00000005713	Pnapi_chr_8	11790469	95
BGIBMGA005714	Bmori_chr_10	11119964	3	PIENAPG00000008226	Pnapi_chr_8	11815354	95
BGIBMGA005717	Bmori_chr_10	11173648	3	PIENAPG00000006072	Pnapi_chr_8	11862484	95
BGIBMGA005718	Bmori_chr_10	11181501	3	PIENAPG00000013182	Pnapi_chr_8	11877689	95
BGIBMGA005720	Bmori_chr_10	11227786	3	PIENAPG00000005000	Pnapi_chr_8	11893596	95
BGIBMGA005721	Bmori_chr_10	11304182	3	PIENAPG00000008144	Pnapi_chr_8	11998601	95
BGIBMGA005722	Bmori_chr_10	11310967	3	PIENAPG00000009024	Pnapi_chr_8	12005353	95
BGIBMGA005724	Bmori_chr_10	11328139	3	PIENAPG00000000014	Pnapi_chr_8	11867634	95
BGIBMGA005725	Bmori_chr_10	11345870	3	PIENAPG00000011988	Pnapi_chr_8	12068541	95
BGIBMGA005726	Bmori_chr_10	11441079	3	PIENAPG00000008163	Pnapi_chr_8	12103485	95
BGIBMGA005727	Bmori_chr_10	11452236	3	PIENAPG00000004808	Pnapi_chr_8	12112439	95
BGIBMGA005728	Bmori_chr_10	11454098	3	PIENAPG00000008915	Pnapi_chr_8	12112792	95
BGIBMGA005730	Bmori_chr_10	11512027	3	PIENAPG00000000548	Pnapi_chr_8	12161804	95
BGIBMGA005732	Bmori_chr_10	11519568	3	PIENAPG00000001024	Pnapi_chr_8	12165684	95
BGIBMGA005733	Bmori_chr_10	11579328	3	PIENAPG00000007586	Pnapi_chr_8	12199233	95
BGIBMGA005736	Bmori_chr_10	11626624	3	PIENAPG00000009284	Pnapi_chr_8	12232860	95
BGIBMGA005737	Bmori_chr_10	11645721	3	PIENAPG00000006820	Pnapi_chr_8	12246829	95
BGIBMGA005740	Bmori_chr_10	11739719	3	PIENAPG00000011760	Pnapi_chr_8	12323694	95
BGIBMGA005741	Bmori_chr_10	11743126	3	PIENAPG00000001646	Pnapi_chr_8	12327277	95
BGIBMGA005743	Bmori_chr_10	11750203	3	PIENAPG00000006408	Pnapi_chr_8	12329235	95
BGIBMGA005744	Bmori_chr_10	11760762	3	PIENAPG00000012439	Pnapi_chr_8	12331674	95
BGIBMGA005745	Bmori_chr_10	11776315	3	PIENAPG00000011197	Pnapi_chr_8	12345989	95
BGIBMGA005746	Bmori_chr_10	11828083	3	PIENAPG00000002291	Pnapi_chr_8	12436946	95
BGIBMGA005747	Bmori_chr_10	11922489	3	PIENAPG00000007756	Pnapi_chr_8	12503388	95
BGIBMGA005748	Bmori_chr_10	11925152	3	PIENAPG00000006665	Pnapi_chr_8	12505437	95
BGIBMGA005749	Bmori_chr_10	11940652	3	PIENAPG00000013614	Pnapi_chr_8	12460737	95
BGIBMGA005750	Bmori_chr_10	11957524	3	PIENAPG00000002811	Pnapi_chr_8	12537149	95
BGIBMGA005751	Bmori_chr_10	11959914	3	PIENAPG00000000832	Pnapi_chr_8	12539001	95
BGIBMGA005752	Bmori_chr_10	11999207	3	PIENAPG00000004292	Pnapi_chr_8	12573926	95
BGIBMGA005753	Bmori_chr_10	12028711	3	PIENAPG00000009937	Pnapi_chr_8	12639231	95
BGIBMGA005756	Bmori_chr_10	12084102	3	PIENAPG00000002902	Pnapi_chr_8	12700210	95
BGIBMGA005757	Bmori_chr_10	12089397	3	PIENAPG00000005288	Pnapi_chr_8	12705012	95
BGIBMGA005762	Bmori_chr_10	12763138	3	PIENAPG00000005570	Pnapi_chr_8	13348122	95
BGIBMGA005764	Bmori_chr_10	12788570	3	PIENAPG00000006993	Pnapi_chr_8	13353850	95
BGIBMGA005765	Bmori_chr_10	12798015	3	PIENAPG00000007243	Pnapi_chr_8	13362146	95
BGIBMGA005767	Bmori_chr_10	12818258	3	PIENAPG00000004826	Pnapi_chr_8	13383969	95
BGIBMGA005772	Bmori_chr_10	13092904	3	PIENAPG00000004064	Pnapi_chr_8	13649728	95
BGIBMGA005773	Bmori_chr_10	13148683	3	PIENAPG00000000753	Pnapi_chr_8	13671104	95
BGIBMGA005774	Bmori_chr_10	13159898	3	PIENAPG00000009843	Pnapi_chr_8	13676651	95
BGIBMGA005775	Bmori_chr_10	13175009	3	PIENAPG00000005498	Pnapi_chr_8	13689807	95
