Marker Chromosome Physical_coordinate_bp genetic_coordinate_cM
2179 Chromosome_3 5228974 57.34
2200 Chromosome_3 5253459 13.92
2201 Chromosome_3 5253486 13.56
2202 Chromosome_3 5253506 13.56
2203 Chromosome_3 5326751 13.92
2205 Chromosome_3 5326818 13.56
2206 Chromosome_3 5689283 16.91
2211 Chromosome_3 5898322 18.74
2213 Chromosome_3 5912503 19.10
2214 Chromosome_3 5912514 19.10
2215 Chromosome_3 5912521 19.10
2222 Chromosome_3 6098720 22.09
2223 Chromosome_3 6098746 22.09
2224 Chromosome_3 6192538 22.82
2239 Chromosome_3 6417856 24.66
2241 Chromosome_3 6509313 26.50
2242 Chromosome_3 6531918 26.50
2244 Chromosome_3 6533252 26.50
2245 Chromosome_3 6548262 26.50
2248 Chromosome_3 6548334 26.50
2251 Chromosome_3 6658982 26.13
2252 Chromosome_3 6658998 26.50
2253 Chromosome_3 6659035 26.50
2254 Chromosome_3 6659036 26.50
2261 Chromosome_3 6705790 26.13
2263 Chromosome_3 6720079 27.23
2265 Chromosome_3 6785895 27.96
2267 Chromosome_3 6785952 27.96
2276 Chromosome_3 6928662 23.52
2278 Chromosome_3 6928692 34.16
2279 Chromosome_3 6928701 57.69
2281 Chromosome_3 6977284 28.32
2283 Chromosome_3 6977361 28.32
2286 Chromosome_3 7009988 28.32
2291 Chromosome_3 7012373 28.32
2293 Chromosome_3 7012378 28.32
2298 Chromosome_3 7247259 29.05
2301 Chromosome_3 7283320 29.05
2302 Chromosome_3 7283330 29.05
2303 Chromosome_3 7283350 29.05
2306 Chromosome_3 7401079 31.65
2307 Chromosome_3 7436608 31.65
2309 Chromosome_3 7436632 31.65
2310 Chromosome_3 7436646 31.65
2361 Chromosome_3 7542406 35.31
2370 Chromosome_3 7686089 32.38
2371 Chromosome_3 7686092 32.38
2387 Chromosome_3 7910572 33.48
2389 Chromosome_3 7910644 33.48
2390 Chromosome_3 7939463 33.48
2392 Chromosome_3 7939531 33.48
2401 Chromosome_3 8166768 34.58
2402 Chromosome_3 8166776 34.58
2403 Chromosome_3 8196925 34.58
2405 Chromosome_3 8301581 34.58
2406 Chromosome_3 8301586 34.58
2410 Chromosome_3 8346849 34.58
2412 Chromosome_3 8380734 36.04
2413 Chromosome_3 8380821 36.40
2414 Chromosome_3 8418429 36.04
2416 Chromosome_3 8418467 36.04
2423 Chromosome_3 8580188 36.77
2429 Chromosome_3 8619862 48.47
2430 Chromosome_3 8633856 37.13
2431 Chromosome_3 8633865 37.13
2432 Chromosome_3 8633877 37.49
2433 Chromosome_3 8633880 37.49
2434 Chromosome_3 8633924 37.49
2435 Chromosome_3 8649230 37.49
2436 Chromosome_3 8658742 37.13
2437 Chromosome_3 8658745 37.13
2438 Chromosome_3 8739181 38.22
2442 Chromosome_3 8865405 38.22
2443 Chromosome_3 8865408 39.31
2445 Chromosome_3 8865419 38.95
2449 Chromosome_3 8879834 38.59
2450 Chromosome_3 8879846 38.59
2451 Chromosome_3 8887495 38.95
2452 Chromosome_3 8887531 38.95
2454 Chromosome_3 8942261 38.59
2455 Chromosome_3 8954947 38.59
2459 Chromosome_3 8986302 40.79
2460 Chromosome_3 8986336 40.79
2461 Chromosome_3 8986340 40.79
2463 Chromosome_3 8986360 41.15
2470 Chromosome_3 9010391 40.79
2471 Chromosome_3 9034979 6.27
2472 Chromosome_3 9035017 6.27
2481 Chromosome_3 9134808 41.88
2482 Chromosome_3 9134811 41.88
2483 Chromosome_3 9134814 41.88
2484 Chromosome_3 9134820 41.88
2486 Chromosome_3 9145726 41.88
2487 Chromosome_3 9145735 41.88
2490 Chromosome_3 9174617 43.72
2491 Chromosome_3 9240933 44.09
2493 Chromosome_3 9240973 44.09
2495 Chromosome_3 9240990 44.09
2499 Chromosome_3 9339001 45.19
2505 Chromosome_3 9516178 45.55
2506 Chromosome_3 9516183 45.55
2508 Chromosome_3 9516208 45.55
2509 Chromosome_3 9516228 45.55
2513 Chromosome_3 9698602 47.40
2515 Chromosome_3 9698606 47.40
2516 Chromosome_3 9698607 47.40
2517 Chromosome_3 9698613 47.40
2518 Chromosome_3 9698624 47.40
2520 Chromosome_3 9698643 47.40
2522 Chromosome_3 9729985 48.49
2523 Chromosome_3 9729995 47.76
2524 Chromosome_3 9730000 47.76
2525 Chromosome_3 9730019 47.76
2526 Chromosome_3 9730021 47.76
2527 Chromosome_3 9730029 47.76
2528 Chromosome_3 9730032 47.76
2533 Chromosome_3 9809297 48.12
2535 Chromosome_3 9877789 48.49
2536 Chromosome_3 9877793 48.49
2537 Chromosome_3 9877827 48.49
2538 Chromosome_3 9877854 48.49
2539 Chromosome_3 9883897 48.12
2541 Chromosome_3 9886725 48.49
2545 Chromosome_3 9886791 48.49
2546 Chromosome_3 9886800 48.12
2547 Chromosome_3 10130782 48.49
2550 Chromosome_3 10144484 48.49
2559 Chromosome_3 10459876 50.31
2560 Chromosome_3 10489999 49.22
2561 Chromosome_3 10490007 49.22
2562 Chromosome_3 10490040 49.22
2565 Chromosome_3 10510540 49.95
2566 Chromosome_3 10510549 49.95
2568 Chromosome_3 10510570 49.95
2569 Chromosome_3 10510601 49.95
2570 Chromosome_3 10519834 49.95
2571 Chromosome_3 10548819 49.95
2572 Chromosome_3 10548848 49.95
2583 Chromosome_3 10958398 51.04
2587 Chromosome_3 11055805 51.40
2605 Chromosome_3 11407763 54.39
2607 Chromosome_3 11462496 55.12
2610 Chromosome_3 11514431 55.48
2611 Chromosome_3 11514434 55.48
2612 Chromosome_3 11514438 55.48
2613 Chromosome_3 11514458 55.48
2629 Chromosome_3 11523500 55.48
2630 Chromosome_3 11523521 55.48
2632 Chromosome_3 11523557 55.48
2639 Chromosome_3 11612626 56.21
2642 Chromosome_3 11684549 56.58
2645 Chromosome_3 11718550 56.58
2650 Chromosome_3 11724029 55.12
2651 Chromosome_3 11724113 56.58
2653 Chromosome_3 11788309 56.94
2656 Chromosome_3 11844027 58.41
2672 Chromosome_3 11960385 59.14
2681 Chromosome_3 12121829 59.14
2682 Chromosome_3 12121865 59.14
2683 Chromosome_3 12121875 59.14
2684 Chromosome_3 12121878 59.14
2685 Chromosome_3 12121913 59.14
2686 Chromosome_3 12121915 59.14
2689 Chromosome_3 12434629 61.74
2695 Chromosome_3 12551181 61.74
2698 Chromosome_3 12554979 62.11
2706 Chromosome_3 12602592 61.74
2707 Chromosome_3 12602607 61.74
2708 Chromosome_3 12602609 61.74
2709 Chromosome_3 12602615 61.74
2710 Chromosome_3 12602620 61.74
2711 Chromosome_3 12607334 61.74
2719 Chromosome_3 12841611 63.57
2723 Chromosome_3 12867432 62.47
2727 Chromosome_3 13071192 64.67
2730 Chromosome_3 13100674 64.67
2731 Chromosome_3 13100694 64.67
2733 Chromosome_3 13100729 64.67
2736 Chromosome_3 13199161 65.40
2740 Chromosome_3 13201331 65.40
2741 Chromosome_3 13201346 65.40
2742 Chromosome_3 13201352 65.40
2743 Chromosome_3 13201354 65.40
2744 Chromosome_3 13201361 65.40
2745 Chromosome_3 13201373 65.40
2747 Chromosome_3 13201390 65.40
2748 Chromosome_3 13201391 65.40
2749 Chromosome_3 13201395 65.40
2750 Chromosome_3 13201401 65.40
2751 Chromosome_3 13201409 65.40
2764 Chromosome_3 13405706 65.76
2779 Chromosome_3 13761042 66.86
2784 Chromosome_3 13905282 66.86
2786 Chromosome_3 13905285 66.86
2787 Chromosome_3 13905298 66.86
2791 Chromosome_3 13926890 67.23
2792 Chromosome_3 13926901 67.23
2793 Chromosome_3 13955952 66.86
2799 Chromosome_3 13999290 67.23
2804 Chromosome_3 14031120 67.23
2805 Chromosome_3 14142847 67.96
2816 Chromosome_3 14272254 68.32
2817 Chromosome_3 14274617 68.32
2818 Chromosome_3 14341531 68.32
2819 Chromosome_3 14341553 5.49
2820 Chromosome_3 14341602 68.68
2822 Chromosome_3 14374285 69.41
2833 Chromosome_3 14502027 69.41
2840 Chromosome_3 14598031 69.41
2843 Chromosome_3 14735646 69.41
2847 Chromosome_3 14799633 69.41
2848 Chromosome_3 14885157 72.35
2849 Chromosome_3 14885158 72.72
2850 Chromosome_3 14885164 72.72
2851 Chromosome_3 14885176 72.72
2852 Chromosome_3 14885178 72.72
2854 Chromosome_3 14885189 70.88
2855 Chromosome_3 14885213 72.72
2856 Chromosome_3 14918110 74.56
2857 Chromosome_3 14918119 74.56
2860 Chromosome_3 15026626 76.03
2862 Chromosome_3 15027685 76.03
2863 Chromosome_3 15027701 76.03
2864 Chromosome_3 15064534 75.66
2865 Chromosome_3 15064540 75.66
2866 Chromosome_3 15064542 75.66
2867 Chromosome_3 15064551 76.03
2868 Chromosome_3 15064552 76.03
2871 Chromosome_3 15064557 76.03
2873 Chromosome_3 15064563 75.66
2874 Chromosome_3 15064602 76.03
2887 Chromosome_3 15182971 77.50
2896 Chromosome_3 15288471 78.23
2897 Chromosome_3 15288491 78.23
2898 Chromosome_3 15288507 78.23
2899 Chromosome_3 15288511 78.23
2903 Chromosome_3 15355788 77.50
2904 Chromosome_3 15355802 77.50
2905 Chromosome_3 15384634 77.50
2906 Chromosome_4 31971 67.20
2907 Chromosome_4 49082 67.20
2908 Chromosome_4 49093 67.20
2909 Chromosome_4 52894 67.20
2911 Chromosome_4 99227 67.20
2914 Chromosome_4 109799 67.20
2916 Chromosome_4 109806 67.20
2917 Chromosome_4 109816 67.20
2919 Chromosome_4 109837 67.20
2920 Chromosome_4 150127 67.20
2921 Chromosome_4 150128 67.20
2925 Chromosome_4 200467 67.20
2926 Chromosome_4 200501 67.20
2927 Chromosome_4 200513 67.20
2929 Chromosome_4 301200 67.20
2930 Chromosome_4 301224 67.20
2932 Chromosome_4 301255 67.20
2937 Chromosome_4 441813 66.83
2940 Chromosome_4 452106 66.83
2943 Chromosome_4 452130 66.47
2945 Chromosome_4 452139 66.83
2947 Chromosome_4 452149 66.47
2973 Chromosome_4 576908 67.20
2974 Chromosome_4 576911 67.20
2976 Chromosome_4 576980 66.47
2979 Chromosome_4 659227 66.47
2980 Chromosome_4 659284 66.83
2983 Chromosome_4 687925 66.83
2984 Chromosome_4 687944 66.83
2985 Chromosome_4 687947 66.83
2992 Chromosome_4 752465 65.74
2993 Chromosome_4 752512 65.74
2994 Chromosome_4 752522 65.74
3008 Chromosome_4 878257 65.38
3012 Chromosome_4 892807 65.38
3013 Chromosome_4 892831 65.38
3014 Chromosome_4 892833 65.38
3015 Chromosome_4 892845 65.38
3016 Chromosome_4 892847 65.38
3017 Chromosome_4 892849 65.38
3025 Chromosome_4 926808 65.38
3026 Chromosome_4 979115 65.01
3034 Chromosome_4 1006106 52.16
3050 Chromosome_4 1047930 8.02
3051 Chromosome_4 1048181 52.36
3052 Chromosome_4 1048206 52.36
3072 Chromosome_4 1193198 64.65
3074 Chromosome_4 1193290 64.65
3079 Chromosome_4 1329598 64.65
3081 Chromosome_4 1329610 64.65
3082 Chromosome_4 1329628 64.65
3084 Chromosome_4 1329637 64.65
3085 Chromosome_4 1329643 64.29
3087 Chromosome_4 1412495 64.65
3091 Chromosome_4 1437859 64.65
3094 Chromosome_4 1437908 64.65
3097 Chromosome_4 1503712 64.29
3098 Chromosome_4 1503722 64.29
3099 Chromosome_4 1503745 64.29
3109 Chromosome_4 1714021 64.29
3111 Chromosome_4 1945770 63.56
3112 Chromosome_4 1945775 63.56
3113 Chromosome_4 1945778 63.56
3114 Chromosome_4 1945781 63.56
3115 Chromosome_4 1945799 63.56
3119 Chromosome_4 1985299 63.56
3124 Chromosome_4 1985655 63.56
3127 Chromosome_4 1986016 63.56
3129 Chromosome_4 2287938 62.46
3130 Chromosome_4 2287939 62.46
3131 Chromosome_4 2287946 62.83
3132 Chromosome_4 2287970 62.46
3134 Chromosome_4 2420080 61.37
3139 Chromosome_4 2420112 61.37
3145 Chromosome_4 2520875 61.73
3150 Chromosome_4 2653236 61.37
3153 Chromosome_4 2707102 61.73
3155 Chromosome_4 2753786 60.64
3156 Chromosome_4 3245461 58.79
3157 Chromosome_4 3305747 58.43
3158 Chromosome_4 3305759 58.43
3173 Chromosome_4 3518171 58.07
3177 Chromosome_4 3518286 58.07
3194 Chromosome_4 3524467 58.43
3201 Chromosome_4 3524514 51.72
3203 Chromosome_4 3524517 51.72
3209 Chromosome_4 3524548 52.08
3210 Chromosome_4 3547508 56.97
3212 Chromosome_4 3547566 57.34
3219 Chromosome_4 3960814 54.37
3221 Chromosome_4 4015251 54.37
3227 Chromosome_4 4102878 54.01
3238 Chromosome_4 4446493 51.02
3239 Chromosome_4 4446494 51.02
3240 Chromosome_4 4446523 51.02
3241 Chromosome_4 4446530 51.02
3242 Chromosome_4 4446546 51.02
3243 Chromosome_4 4446552 51.02
3244 Chromosome_4 4446563 51.02
3248 Chromosome_4 4491944 50.29
3250 Chromosome_4 4491967 50.29
3253 Chromosome_4 4492016 50.29
3260 Chromosome_4 4642897 49.56
3265 Chromosome_4 4819137 49.56
3268 Chromosome_4 4819167 49.56
3269 Chromosome_4 4819182 49.56
3279 Chromosome_4 4923778 49.20
3282 Chromosome_4 4934299 49.20
3286 Chromosome_4 4961233 49.20
3288 Chromosome_4 5002387 49.20
3289 Chromosome_4 5002407 49.20
3291 Chromosome_4 5092978 48.83
3292 Chromosome_4 5092983 48.83
3293 Chromosome_4 5092999 48.83
3294 Chromosome_4 5093000 48.83
3295 Chromosome_4 5093048 48.83
3298 Chromosome_4 5195891 47.73
3300 Chromosome_4 5195923 47.73
3301 Chromosome_4 5195936 47.73
3305 Chromosome_4 5293897 47.37
3315 Chromosome_4 5392532 27.83
3317 Chromosome_4 5392544 47.37
3319 Chromosome_4 5392560 27.83
3320 Chromosome_4 5392566 58.11
3322 Chromosome_4 5392571 27.83
3324 Chromosome_4 5392579 47.37
3325 Chromosome_4 5392582 27.83
3332 Chromosome_4 5420060 47.37
3333 Chromosome_4 5420063 47.37
3334 Chromosome_4 5420077 47.37
3335 Chromosome_4 5420080 47.37
3336 Chromosome_4 5420090 47.37
3337 Chromosome_4 5420095 47.37
3338 Chromosome_4 5420096 47.37
3339 Chromosome_4 5420098 47.37
3342 Chromosome_4 5420119 47.37
3349 Chromosome_4 5732341 44.39
3350 Chromosome_4 5732371 44.39
3351 Chromosome_4 5900585 43.29
3355 Chromosome_4 5916858 43.29
3362 Chromosome_4 6132181 42.92
3366 Chromosome_4 6143917 42.92
3367 Chromosome_4 6143970 42.92
3385 Chromosome_4 6321586 42.56
3386 Chromosome_4 6321617 41.83
3387 Chromosome_4 6495533 41.47
3388 Chromosome_4 6495537 41.47
3394 Chromosome_4 6504443 41.47
3395 Chromosome_4 6504472 41.47
3398 Chromosome_4 6630976 41.10
3399 Chromosome_4 6630983 41.10
3400 Chromosome_4 6630989 41.10
3401 Chromosome_4 6630993 41.10
3402 Chromosome_4 6631036 41.10
3403 Chromosome_4 6631043 41.10
3404 Chromosome_4 6637595 41.10
3406 Chromosome_4 6668887 40.74
3421 Chromosome_4 7083951 37.04
3422 Chromosome_4 7094226 37.41
3423 Chromosome_4 7094228 37.04
3424 Chromosome_4 7094238 37.41
3425 Chromosome_4 7094293 37.41
3426 Chromosome_4 7094301 37.41
3436 Chromosome_4 7379211 36.31
3449 Chromosome_4 7720231 35.22
3450 Chromosome_4 7771677 35.22
3451 Chromosome_4 7771706 35.22
3452 Chromosome_4 7777644 35.22
3461 Chromosome_4 7878382 34.86
3462 Chromosome_4 7878439 35.22
3463 Chromosome_4 7878463 35.22
3467 Chromosome_4 7880964 35.95
3469 Chromosome_4 7880971 35.95
3479 Chromosome_4 7940851 34.49
3480 Chromosome_4 7952371 34.49
3481 Chromosome_4 7952392 34.49
3482 Chromosome_4 8077631 33.39
3485 Chromosome_4 8085357 33.39
3486 Chromosome_4 8165426 33.03
3491 Chromosome_4 8220171 32.30
3514 Chromosome_4 8298829 31.57
3516 Chromosome_4 8298836 31.57
3517 Chromosome_4 8298837 31.94
3518 Chromosome_4 8298841 31.94
3519 Chromosome_4 8298858 31.57
3526 Chromosome_4 8551259 27.86
3536 Chromosome_4 8824724 28.22
3537 Chromosome_4 8824737 28.22
3538 Chromosome_4 8824742 28.59
3539 Chromosome_4 8824750 28.59
3540 Chromosome_4 8824770 28.22
3558 Chromosome_4 9573050 26.39
3563 Chromosome_4 9641185 23.06
3564 Chromosome_4 9641188 23.06
3566 Chromosome_4 9700283 22.69
3568 Chromosome_4 9700328 23.06
3570 Chromosome_4 9700364 22.33
3577 Chromosome_4 9776009 8.16
3578 Chromosome_4 9776024 10.72
3579 Chromosome_4 9776027 8.16
3581 Chromosome_4 9841576 7.80
3582 Chromosome_4 9841579 9.26
3583 Chromosome_4 9841901 8.16
3584 Chromosome_4 9841909 8.53
3585 Chromosome_4 9841919 8.53
3589 Chromosome_4 10073852 23.79
3598 Chromosome_4 10828389 13.68
3599 Chromosome_4 10828404 13.68
3600 Chromosome_4 10828406 13.68
3602 Chromosome_4 10828420 13.68
3603 Chromosome_4 10828424 13.68
3605 Chromosome_4 10883414 13.68
3606 Chromosome_4 10883420 13.68
3608 Chromosome_4 10900302 13.68
3609 Chromosome_4 10900319 13.68
3610 Chromosome_4 10900322 13.68
3613 Chromosome_4 10900378 13.68
3620 Chromosome_4 11054462 13.68
3626 Chromosome_4 11077547 13.68
3628 Chromosome_4 11077571 13.68
3629 Chromosome_4 11077572 13.68
3630 Chromosome_4 11077575 13.68
3649 Chromosome_4 11704931 11.08
3650 Chromosome_4 11704959 11.08
3651 Chromosome_4 11704963 11.08
3652 Chromosome_4 11704969 11.08
3653 Chromosome_4 11704977 11.08
3654 Chromosome_4 11705004 11.08
3664 Chromosome_4 11901833 11.08
3676 Chromosome_4 12535638 7.35
3684 Chromosome_4 12553568 7.71
3686 Chromosome_4 12553613 7.35
3687 Chromosome_4 12566407 7.35
3688 Chromosome_4 12566419 7.35
3690 Chromosome_4 12566428 7.35
3691 Chromosome_4 12566435 7.35
3693 Chromosome_4 12566453 7.35
3695 Chromosome_4 12566466 7.35
3697 Chromosome_4 12566477 7.35
3698 Chromosome_4 12566483 7.35
3715 Chromosome_4 12674905 43.16
3716 Chromosome_4 12696344 6.98
3721 Chromosome_4 12742636 5.14
3722 Chromosome_4 12742640 5.14
3723 Chromosome_4 12742648 5.14
3724 Chromosome_4 12742649 5.14
3725 Chromosome_4 12742651 5.14
3726 Chromosome_4 12742652 5.14
3727 Chromosome_4 12742657 5.14
3729 Chromosome_4 12742686 5.14
3730 Chromosome_4 12742689 5.14
3731 Chromosome_4 12742690 5.14
3742 Chromosome_4 12855121 2.91
3744 Chromosome_4 12855193 2.91
3751 Chromosome_4 12934855 2.91
3752 Chromosome_4 12934869 2.91
3768 Chromosome_4 13283974 1.82
3769 Chromosome_4 13283977 1.82
3775 Chromosome_4 13400012 2.55
3777 Chromosome_4 13400031 2.55
3780 Chromosome_4 13422233 1.82
3781 Chromosome_4 13422236 1.82
3782 Chromosome_4 13422250 1.82
3783 Chromosome_4 13422263 1.82
3796 Chromosome_4 13502379 1.09
3798 Chromosome_4 13502401 1.09
3800 Chromosome_4 13502417 1.09
3806 Chromosome_4 13664015 0.36
3807 Chromosome_4 13664017 0.00
3811 Chromosome_4 13698082 0.36
3817 Chromosome_4 13793651 0.00
3821 Chromosome_4 13833458 0.00
3823 Chromosome_4 13833494 0.00
3826 Chromosome_4 13895821 0.73
3827 Chromosome_4 13895854 0.73
3828 Chromosome_4 13895882 0.73
3833 Chromosome_4 13940161 0.00
3834 Chromosome_4 13947928 0.00
3839 Chromosome_5 24825 87.60
3840 Chromosome_5 24878 87.96
3841 Chromosome_5 24903 87.60
3843 Chromosome_5 59545 87.60
3845 Chromosome_5 149590 87.96
3846 Chromosome_5 149603 87.96
3847 Chromosome_5 149625 87.96
3852 Chromosome_5 296702 87.96
3855 Chromosome_5 303098 87.60
3856 Chromosome_5 303101 87.60
3857 Chromosome_5 303110 87.60
3859 Chromosome_5 438668 87.24
3860 Chromosome_5 438677 87.24
3864 Chromosome_5 461819 87.24
3865 Chromosome_5 461894 87.24
3866 Chromosome_5 498263 92.12
3867 Chromosome_5 498280 92.48
3868 Chromosome_5 498298 92.12
3869 Chromosome_5 498299 92.12
3870 Chromosome_5 498302 92.48
3871 Chromosome_5 498307 92.48
3872 Chromosome_5 498308 92.48
3873 Chromosome_5 498323 92.48
3879 Chromosome_5 550696 86.87
3885 Chromosome_5 654299 86.87
3886 Chromosome_5 655765 85.78
3887 Chromosome_5 655769 86.51
3889 Chromosome_5 668248 7.75
3890 Chromosome_5 668254 7.75
3891 Chromosome_5 668257 7.75
3892 Chromosome_5 668275 41.59
3900 Chromosome_5 732944 86.51
3901 Chromosome_5 732954 86.51
3904 Chromosome_5 810098 86.15
3905 Chromosome_5 818142 86.15
3906 Chromosome_5 818145 86.15
3907 Chromosome_5 818154 85.05
3908 Chromosome_5 818160 86.15
3909 Chromosome_5 818190 85.78
3914 Chromosome_5 852514 86.15
3916 Chromosome_5 898412 86.15
3917 Chromosome_5 898444 86.15
3922 Chromosome_5 969414 85.42
3924 Chromosome_5 989495 85.05
3939 Chromosome_5 1066106 83.22
3940 Chromosome_5 1066113 83.22
3941 Chromosome_5 1066115 85.42
3943 Chromosome_5 1066145 83.58
3945 Chromosome_5 1066149 83.58
3946 Chromosome_5 1066158 83.58
3947 Chromosome_5 1066164 83.58
3948 Chromosome_5 1066168 83.58
3949 Chromosome_5 1066181 83.58
3950 Chromosome_5 1066184 83.58
3956 Chromosome_5 1124600 85.42
3965 Chromosome_5 1142097 81.75
3975 Chromosome_5 1189699 81.39
3987 Chromosome_5 1235022 78.82
3989 Chromosome_5 1235080 79.55
3990 Chromosome_5 1235082 78.82
3991 Chromosome_5 1235083 79.92
3992 Chromosome_5 1256496 79.55
3993 Chromosome_5 1256500 79.55
3994 Chromosome_5 1256513 79.55
3995 Chromosome_5 1256516 79.55
3996 Chromosome_5 1288754 78.82
3999 Chromosome_5 1322476 32.84
4000 Chromosome_5 1322477 32.84
4001 Chromosome_5 1322478 32.84
4002 Chromosome_5 1322489 32.84
4004 Chromosome_5 1322508 32.84
4006 Chromosome_5 1473053 79.92
4008 Chromosome_5 1524258 78.46
4009 Chromosome_5 1524307 78.46
4011 Chromosome_5 1524336 78.46
4016 Chromosome_5 1609174 78.46
4019 Chromosome_5 1609197 78.46
4026 Chromosome_5 1730875 76.99
4037 Chromosome_5 1814066 39.90
4038 Chromosome_5 1814070 39.90
4039 Chromosome_5 1814074 39.90
4042 Chromosome_5 1814092 42.33
4071 Chromosome_5 1974263 75.15
4072 Chromosome_5 1974290 75.15
4073 Chromosome_5 1974353 75.52
4074 Chromosome_5 1980062 72.17
4075 Chromosome_5 1980089 72.17
4076 Chromosome_5 1980103 72.17
4077 Chromosome_5 1980104 72.17
4078 Chromosome_5 1980106 72.17
4079 Chromosome_5 1980107 72.17
4080 Chromosome_5 1980110 72.17
4081 Chromosome_5 1980128 72.17
4082 Chromosome_5 1980147 72.17
4083 Chromosome_5 2280007 67.62
4084 Chromosome_5 2280038 67.62
4085 Chromosome_5 2296729 67.62
4087 Chromosome_5 2329889 67.26
4090 Chromosome_5 2337805 66.89
4092 Chromosome_5 2337814 66.89
4093 Chromosome_5 2337825 66.89
4094 Chromosome_5 2337830 67.26
4095 Chromosome_5 2337841 67.26
4096 Chromosome_5 2337843 67.26
4097 Chromosome_5 2337860 67.26
4105 Chromosome_5 2433469 67.26
4107 Chromosome_5 2500532 66.89
4108 Chromosome_5 2500605 67.26
4109 Chromosome_5 2568816 66.89
4110 Chromosome_5 2568822 66.89
4111 Chromosome_5 2568886 66.89
4112 Chromosome_5 2568888 67.26
4113 Chromosome_5 2568912 66.89
4135 Chromosome_5 2707582 67.26
4136 Chromosome_5 2707589 67.26
4143 Chromosome_5 3046892 62.82
4144 Chromosome_5 3046897 62.82
4145 Chromosome_5 3046911 62.82
4146 Chromosome_5 3046924 62.82
4147 Chromosome_5 3046954 62.82
4149 Chromosome_5 3046963 62.82
4151 Chromosome_5 3046978 62.45
4153 Chromosome_5 3158293 64.29
4164 Chromosome_5 3243375 59.47
4173 Chromosome_5 3383437 58.01
4178 Chromosome_5 3466065 58.37
4179 Chromosome_5 3466068 58.37
4180 Chromosome_5 3466134 58.37
4181 Chromosome_5 3479496 58.01
4182 Chromosome_5 3479544 58.01
4183 Chromosome_5 3567968 58.01
4186 Chromosome_5 3744508 56.91
4187 Chromosome_5 3744551 56.91
4189 Chromosome_5 3744574 56.91
4191 Chromosome_5 3969424 56.18
4192 Chromosome_5 3969465 56.18
4193 Chromosome_5 3977518 56.18
4194 Chromosome_5 3977553 56.18
4203 Chromosome_5 4023046 56.18
4204 Chromosome_5 4023050 56.18
4205 Chromosome_5 4023058 56.18
4206 Chromosome_5 4023062 56.18
4207 Chromosome_5 4023071 56.18
4218 Chromosome_5 4432778 55.45
4219 Chromosome_5 4470985 53.98
4224 Chromosome_5 4471026 53.62
4226 Chromosome_5 4471031 53.98
